,tcpid,role,roleParsed,name,nameParsed,source,title,author,date,dateParsed,place,pubStmt,viafId
78835,A95491,publisher,publisher,T. Vere,,tcp_ep,"The Tyrannical beauty. Beauty fadeth like a flower, then fair ladies be not proud, time and sickness may devour, what at present you'r allow'd. To a pleasant tune; called, Prodigious fate.",,[between 1678-1681],,,"Printed for F. Coles, T. Vere, J. Wright, I. Clarke, W. Thackeray, and T. Passinger., [London] : [between 1678-1681]",
78836,A95491,publisher,publisher,W. Thackeray,,tcp_ep,"The Tyrannical beauty. Beauty fadeth like a flower, then fair ladies be not proud, time and sickness may devour, what at present you'r allow'd. To a pleasant tune; called, Prodigious fate.",,[between 1678-1681],,,"Printed for F. Coles, T. Vere, J. Wright, I. Clarke, W. Thackeray, and T. Passinger., [London] : [between 1678-1681]",
78837,A96136,publisher,publisher,J[osiah]. Blare,,tcp_ep,"The vveavers request. Or, Their just complaint against the rude rabble that revile against the gentile mode now in fashion. To the tune of, Ladies of Lodon. This may be printed. R.P.",,[between 1682-1700],,the Looking-glass on London-Bridge,"Printed for J[osiah]. Blare at the Looking-glass on London-Bridge, [London] : [between 1682-1700]",
78838,A96216,printer,printer,the Hospital-Gate,,tcp_ep,"The west country delight: or, Hey for Zommerzet-Shire Lively delineating how jocund they be, that jerk it, and ferk it, under the green-wood tree. To a new tune of O how they did firk it: or, Salengers round.",,[between 1670-1696],,West-smith-field,"Printed for P[hilip]. Brooksby, next the Golden Ball by the Hospital-Gate in West-smith-field, [London] : [between 1670-1696]",
78839,A96216,publisher,publisher,"P[hilip]. Brooksby, next the Golden Ball",,tcp_ep,"The west country delight: or, Hey for Zommerzet-Shire Lively delineating how jocund they be, that jerk it, and ferk it, under the green-wood tree. To a new tune of O how they did firk it: or, Salengers round.",,[between 1670-1696],,West-smith-field,"Printed for P[hilip]. Brooksby, next the Golden Ball by the Hospital-Gate in West-smith-field, [London] : [between 1670-1696]",
78840,A96371,printer,printer,A.M.,,tcp_ep,"A method and instructions for the art of divine meditation, with instances of the severall kindes of solemne meditation. / By Thomas White minister of Gods word in London.","White, Thomas, Presbyterian minister in London.","1655 May 28.1655. Imprimatur, Edm. Calamy.",,"the signe of the Phœnix in St Pauls Church yard, near the Little North.Doot|[sic]","Printed by A.M. for Joseph Cranford at the signe of the Phœnix in St Pauls Church yard, near the Little North.Doot, [sic], London, : 1655 May 28.1655. Imprimatur, Edm. Calamy.",
78841,A96371,publisher,publisher,Joseph Cranford,,tcp_ep,"A method and instructions for the art of divine meditation, with instances of the severall kindes of solemne meditation. / By Thomas White minister of Gods word in London.","White, Thomas, Presbyterian minister in London.","1655 May 28.1655. Imprimatur, Edm. Calamy.",,"the signe of the Phœnix in St Pauls Church yard, near the Little North.Doot|[sic]","Printed by A.M. for Joseph Cranford at the signe of the Phœnix in St Pauls Church yard, near the Little North.Doot, [sic], London, : 1655 May 28.1655. Imprimatur, Edm. Calamy.",
78842,A96555,printer,printer,"Charles Bill, and the Executrix of Thomas Newcomb deceas'd",,tcp_ep,"His Majesties most gracious speech to both houses of Parliament,  on Friday the 23th day of March, 1693/4",England and Wales. Sovereign (1689-1694 : William and Mary),1693/4.,,,"Printed by Charles Bill, and the Executrix of Thomas Newcomb deceas'd ..., London : 1693/4.",
78843,A96564,printer,printer,"Charles Bill, and the Executrix of Thomas Newcomb, deceas'd",,tcp_ep,"By the King, a proclamation for a publick thanksgiving",England and Wales. Sovereign (1694-1702 : William III),169⁵/₆.,,,"Printed by Charles Bill, and the Executrix of Thomas Newcomb, deceas'd ..., London : 169⁵/₆.",
78844,A96565,printer,printer,"Charles Bill, and the Executrix of Thomas Newcomb, deceas'd",,tcp_ep,"By the King, a proclamation for apprehending and securing the person of Robert Fielding",England and Wales. Sovereign (1694-1702 : William III),169⁵/₆.,,,"Printed by Charles Bill, and the Executrix of Thomas Newcomb, deceas'd ..., London : 169⁵/₆.",
78845,A96942,publisher,publisher,F. Coles,,tcp_ep,"A Worthy example of a vertuous wife, who fed her father with her own milk, being condemned to be starved to death, and afterwards pardoned by the emperour. The tune is Flying fame.",,[between 1658 and 1664],,,"Printed for F. Coles, T. Vere, and William Gilbertson., [London] : [between 1658 and 1664]",
78846,A96942,publisher,publisher,T. Vere,,tcp_ep,"A Worthy example of a vertuous wife, who fed her father with her own milk, being condemned to be starved to death, and afterwards pardoned by the emperour. The tune is Flying fame.",,[between 1658 and 1664],,,"Printed for F. Coles, T. Vere, and William Gilbertson., [London] : [between 1658 and 1664]",
78847,A96942,publisher,publisher,William Gilbertson.,,tcp_ep,"A Worthy example of a vertuous wife, who fed her father with her own milk, being condemned to be starved to death, and afterwards pardoned by the emperour. The tune is Flying fame.",,[between 1658 and 1664],,,"Printed for F. Coles, T. Vere, and William Gilbertson., [London] : [between 1658 and 1664]",
78848,A96943,publisher,publisher,F. Coles,,tcp_ep,"A Worthy example of a vertuous wife, who fed her father with her own milk: being condemned to be starved to death, and afterwards pardoned by the emperor. The tune is, Flying fame.",,[between 1663 and 1674],,,"Printed for F. Coles, T. Vere, and J. Wright., [London] : [between 1663 and 1674]",
78849,A96943,publisher,publisher,J. Wright.,,tcp_ep,"A Worthy example of a vertuous wife, who fed her father with her own milk: being condemned to be starved to death, and afterwards pardoned by the emperor. The tune is, Flying fame.",,[between 1663 and 1674],,,"Printed for F. Coles, T. Vere, and J. Wright., [London] : [between 1663 and 1674]",
78850,A96943,publisher,publisher,T. Vere,,tcp_ep,"A Worthy example of a vertuous wife, who fed her father with her own milk: being condemned to be starved to death, and afterwards pardoned by the emperor. The tune is, Flying fame.",,[between 1663 and 1674],,,"Printed for F. Coles, T. Vere, and J. Wright., [London] : [between 1663 and 1674]",
78851,A96960,publisher,publisher,J. Back.,,tcp_ep,"The wounded lover's lamentation to Silvia. To an excellent new tune, sung at court.",,[between 1685 and 1688],,,"Printed for P. Brooksby, J. Deacon, J. Blare, J. Back., [London] : [between 1685 and 1688]",
78852,A96960,publisher,publisher,J. Blare,,tcp_ep,"The wounded lover's lamentation to Silvia. To an excellent new tune, sung at court.",,[between 1685 and 1688],,,"Printed for P. Brooksby, J. Deacon, J. Blare, J. Back., [London] : [between 1685 and 1688]",
78853,A96960,publisher,publisher,J. Deacon,,tcp_ep,"The wounded lover's lamentation to Silvia. To an excellent new tune, sung at court.",,[between 1685 and 1688],,,"Printed for P. Brooksby, J. Deacon, J. Blare, J. Back., [London] : [between 1685 and 1688]",
78854,A96960,publisher,publisher,P. Brooksby,,tcp_ep,"The wounded lover's lamentation to Silvia. To an excellent new tune, sung at court.",,[between 1685 and 1688],,,"Printed for P. Brooksby, J. Deacon, J. Blare, J. Back., [London] : [between 1685 and 1688]",
78855,A97188,publisher,publisher,F. Coles,,tcp_ep,"A Warning for all worldlings to learn to dye. The tune is, The ladies fall.",,[between 1663-1674],,,"Printed for F. Coles, T. Vere, and J. Wright., London, : [between 1663-1674]",
78856,A97188,publisher,publisher,J. Wright.,,tcp_ep,"A Warning for all worldlings to learn to dye. The tune is, The ladies fall.",,[between 1663-1674],,,"Printed for F. Coles, T. Vere, and J. Wright., London, : [between 1663-1674]",
78857,A97188,publisher,publisher,T. Vere,,tcp_ep,"A Warning for all worldlings to learn to dye. The tune is, The ladies fall.",,[between 1663-1674],,,"Printed for F. Coles, T. Vere, and J. Wright., London, : [between 1663-1674]",
78858,A97200,publisher,publisher,Fr. Grove,,tcp_ep,"A warning to all priests and jesuites, by the example of two masse-priests which for seducing and stealing away the hearts of the Kings loyall subjects, were hangd, drawne, and quartered: whose execution was on Friday, being the 21. day of January, 1642. To the tune of, A rich marchant man.",,[1642/3],,London,"Printed at London for Fr. Grove, dwelling on [...] hill, [London] : [1642/3]",
78859,A97239,publisher,publisher,F. Cole,,tcp_ep,"The young gallants tutor, or, An invitation to mirth. Here is an antedote against all sadness ... Tune of The delights of the bottle.",,[between 1674 and 1679],,,"Printed for F. Cole, T. Vere, J. Wright, and J. Clarke., [London] : [between 1674 and 1679]",
78860,A97239,publisher,publisher,J. Clarke.,,tcp_ep,"The young gallants tutor, or, An invitation to mirth. Here is an antedote against all sadness ... Tune of The delights of the bottle.",,[between 1674 and 1679],,,"Printed for F. Cole, T. Vere, J. Wright, and J. Clarke., [London] : [between 1674 and 1679]",
78861,A97239,publisher,publisher,J. Wright,,tcp_ep,"The young gallants tutor, or, An invitation to mirth. Here is an antedote against all sadness ... Tune of The delights of the bottle.",,[between 1674 and 1679],,,"Printed for F. Cole, T. Vere, J. Wright, and J. Clarke., [London] : [between 1674 and 1679]",
78862,A97239,publisher,publisher,T. Vere,,tcp_ep,"The young gallants tutor, or, An invitation to mirth. Here is an antedote against all sadness ... Tune of The delights of the bottle.",,[between 1674 and 1679],,,"Printed for F. Cole, T. Vere, J. Wright, and J. Clarke., [London] : [between 1674 and 1679]",
78863,A97240,publisher,publisher,I. Clark,,tcp_ep,"[The young] lover, or, A new way of wooing. ... To the tune of The zealous lover, or, A fig for France, &amp;c.",,[16--],,,"Printed for I. Clark ..., London : [16--]",
78864,A97243,publisher,publisher,T. Passinger,,tcp_ep,"[Th]e young-man put to his dumps: being a gallant discourse on May-day last, between two witty lovers ... To a pleasant new tune, called, the The lovers delight, or, The Cambridge horn.",,[between 1684 and 1686],,,"Printed for VV. Thackeray, T. Passinger, and VV. VVhitwoods, London, : [between 1684 and 1686]",
78865,A97243,publisher,publisher,VV. Thackeray,,tcp_ep,"[Th]e young-man put to his dumps: being a gallant discourse on May-day last, between two witty lovers ... To a pleasant new tune, called, the The lovers delight, or, The Cambridge horn.",,[between 1684 and 1686],,,"Printed for VV. Thackeray, T. Passinger, and VV. VVhitwoods, London, : [between 1684 and 1686]",
78866,A97243,publisher,publisher,VV. VVhitwoods,,tcp_ep,"[Th]e young-man put to his dumps: being a gallant discourse on May-day last, between two witty lovers ... To a pleasant new tune, called, the The lovers delight, or, The Cambridge horn.",,[between 1684 and 1686],,,"Printed for VV. Thackeray, T. Passinger, and VV. VVhitwoods, London, : [between 1684 and 1686]",
78867,A97285,publisher,publisher,F. Coles,,tcp_ep,"You pretty little ladies will do so. Or, A match made up against the Whitson-Holy-days. This ditty was composed, the truth is so, by a young-man that did a maiden wooe ... To the tune of, Lusty Bacchus, &amp;c.",,[between 1663 and 1674],,,"Printed for F. Coles, T. Vere, and J. Wright., London, : [between 1663 and 1674]",
78868,A97285,publisher,publisher,J. Wright.,,tcp_ep,"You pretty little ladies will do so. Or, A match made up against the Whitson-Holy-days. This ditty was composed, the truth is so, by a young-man that did a maiden wooe ... To the tune of, Lusty Bacchus, &amp;c.",,[between 1663 and 1674],,,"Printed for F. Coles, T. Vere, and J. Wright., London, : [between 1663 and 1674]",
78869,A97285,publisher,publisher,T. Vere,,tcp_ep,"You pretty little ladies will do so. Or, A match made up against the Whitson-Holy-days. This ditty was composed, the truth is so, by a young-man that did a maiden wooe ... To the tune of, Lusty Bacchus, &amp;c.",,[between 1663 and 1674],,,"Printed for F. Coles, T. Vere, and J. Wright., London, : [between 1663 and 1674]",
78870,B00160,assigns,assigns,Thomas Symcocke.,,tcp_ep,"A new ballad, intituled, A warning to youth, shewing the lewd life of a marchants sonne of London, and the miserie that at the last he sustained by his riotousnesse. To the tune of the Lord Darley.",,[1628 or 9],,,"Printed by the assignes of Thomas Symcocke., [London] : [1628 or 9]",
78871,B00224,assigns,assigns,Thomas Symcocke,,tcp_ep,"Two pleasant ditties, one of the birth, the other of the passion of Christ. To the tune of Dulcina. Of Natiuity.",,[1628 or 9],,,"Printed by the assignes of Thomas Symcocke, [London?] : [1628 or 9]",
78872,B00235,assigns,assigns,Thomas Symcocke.,,tcp_ep,"The tragedie of Phillis, complaining of the disloyall loue of Amyntas. To a pleasant new court tune.",R. A.,[1628 or 9],,,"Printed by the assignes of Thomas Symcocke., [London] : [1628 or 9]",
